sentence_id,per_language_id,raw_text,has_english,jieba_seg,spacy_seg,stanza_seg,jieba_spacy_agree,jieba_stanza_agree,spacy_stanza_agree,all_agree,jieba_parsed,jieba_readings,jieba_time_s,jieba_ram_kb,jieba_edges,spacy_parsed,spacy_readings,spacy_time_s,spacy_ram_kb,spacy_edges,stanza_parsed,stanza_readings,stanza_time_s,stanza_ram_kb,stanza_edges,jieba_ace_input,spacy_ace_input,stanza_ace_input
13641,1151,泰国和中国正在加大打击力度，包括在泰国与缅甸、柬埔寨的边境设立协调中心，以打击诈骗网络。,False,泰国 和 中国 正在 加大 打击 力度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。,泰国 和 中国 正在 加大 打击 力度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。,泰国 和 中国 正 在 加大 打击 力 度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。,True,False,False,False,True,1,2.14058,339223,31029,True,1,2.14058,339223,31029,True,1,1.99437,297065,24761,泰国 和 中国 正在 加大 打击 力度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。,泰国 和 中国 正在 加大 打击 力度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。,泰国 和 中国 正 在 加大 打击 力 度 ， 包括 在 泰国 与 缅甸 、 柬埔寨 的 边境 设立 协调 中心 ， 以 打击 诈骗 网络 。
549,140,在周四发布的一份声明中，埃塞俄比亚外交部表示将驱逐联合国官员，指责他们干涉该国 内政，因为政府对提格雷地区的致命封锁造成的压力越来越大。,False,在 周四 发布 的 一份 声明 中 ， 埃塞俄比亚 外交部 表示 将 驱逐 联合国 官员 ， 指责 他们 干涉 该国   内政 ， 因为 政府 对 提格雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。,在 周四 发布 的 一 份 声明 中 ， 埃塞俄比亚 外交部 表示 将 驱逐 联合国 官员 ， 指责 他们 干涉 该国 内政 ， 因为 政府 对 提格 雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。,在 周 四 发布 的 一 份 声明 中 ， 埃塞俄比亚 外交 部 表示 将 驱逐 联合 国 官员 ， 指责 他们 干涉 该国 内政 ， 因为 政府 对 提格雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。,False,False,False,False,False,0,2.46772,391987,37732,False,0,9.11561,733472,67784,False,0,1.33438,212013,21743,在 周四 发布 的 一份 声明 中 ， 埃塞俄比亚 外交部 表示 将 驱逐 联合国 官员 ， 指责 他们 干涉 该国   内政 ， 因为 政府 对 提格雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。,在 周四 发布 的 一 份 声明 中 ， 埃塞俄比亚 外交部 表示 将 驱逐 联合国 官员 ， 指责 他们 干涉 该国 内政 ， 因为 政府 对 提格 雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。,在 周 四 发布 的 一 份 声明 中 ， 埃塞俄比亚 外交 部 表示 将 驱逐 联合 国 官员 ， 指责 他们 干涉 该国 内政 ， 因为 政府 对 提格雷 地区 的 致命 封锁 造成 的 压力 越来越 大 。
517,130,自 2019 年以来，在中国创建和交易数字货币一直是 非法的，但在北京警告银行停止相关交易并关闭该国 大部分庞大的比特币挖矿网络之后，这是今年在相关领域进行的又一次打击。,False,自   2019   年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是   非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国   大部分 庞大 的 比特 币 挖矿 网络 之后 ， 这是 今年 在 相关 领域 进行 的 又 一次 打击 。,自 2019 年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是 非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国 大部分 庞大 的 比特币 挖矿 网络 之后 ， 这是 今年 在 相关 领域 进行 的 又 一 次 打击 。,自 2019 年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是 非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国 大 部分 庞大 的 比特 币 挖矿 网络 之后 ， 这 是 今年 在 相关 领域 进行 的 又 一 次 打击 。,False,False,False,False,False,0,1.49853,260980,27319,False,0,1.41775,257510,27036,False,0,1.47246,273608,28555,自   2019   年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是   非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国   大部分 庞大 的 比特 币 挖矿 网络 之后 ， 这是 今年 在 相关 领域 进行 的 又 一次 打击 。,自 2019 年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是 非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国 大部分 庞大 的 比特币 挖矿 网络 之后 ， 这是 今年 在 相关 领域 进行 的 又 一 次 打击 。,自 2019 年 以来 ， 在 中国 创建 和 交易 数字 货币 一直 是 非法 的 ， 但 在 北京 警告 银行 停止 相关 交易 并 关闭 该国 大 部分 庞大 的 比特 币 挖矿 网络 之后 ， 这 是 今年 在 相关 领域 进行 的 又 一 次 打击 。
2841,397,警方周二表示，一名 77 岁的男子在 Australia 西南部的 Redmond 郊外被一只野生袋鼠袭击致死。,True,警方 周二 表示 ， 一名   77   岁 的 男子 在   Australia   西南部 的   Redmond   郊外 被 一只 野生 袋鼠 袭击 致死 。,警方 周二 表示 ， 一 名 77 岁 的 男子 在 Australia 西南部 的 Red mond 郊外 被 一 只 野生 袋鼠 袭击 致死 。,警方 周二 表示 ， 一 名 77 岁 的 男子 在 Australia 西南 部 的 Redmond 郊外 被 一 只 野生 袋鼠 袭击 致死 。,False,False,False,False,False,0,0.56358,76382,8283,True,1,2.51825,393144,37187,True,1,3.05027,377060,35815,警方 周二 表示 ， 一名   77   岁 的 男子 在   Australia   西南部 的   Redmond   郊外 被 一只 野生 袋鼠 袭击 致死 。,警方 周二 表示 ， 一 名 77 岁 的 男子 在 Australia 西南部 的 Red mond 郊外 被 一 只 野生 袋鼠 袭击 致死 。,警方 周二 表示 ， 一 名 77 岁 的 男子 在 Australia 西南 部 的 Redmond 郊外 被 一 只 野生 袋鼠 袭击 致死 。
7166,706,娜娜：真的呢！其实我觉得每朵花 都很特别，不是吗？,False,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵花   都 很 特别 ， 不是 吗 ？,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵 花 都 很 特别 ， 不是 吗 ？,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵花 都很 特别 ， 不是 吗 ？,False,False,False,False,False,0,0.46288,39497,4535,False,0,0.32945,63807,6846,False,0,0.0,0,0,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵花   都 很 特别 ， 不是 吗 ？,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵 花 都 很 特别 ， 不是 吗 ？,娜娜 ： 真的 呢 ！ 其实 我 觉得 每 朵花 都很 特别 ， 不是 吗 ？
7651,741,习近平强调中美应该共同合作，应对全球性挑战，避免零和思维。,False,习近平 强调 中 美 应该 共同 合作 ， 应对 全球性 挑战 ， 避免 零 和 思维 。,习近平 强调 中 美 应该 共同 合作 ， 应对 全球性 挑战 ， 避免 零 和 思维 。,习 近平 强调 中 美 应该 共同 合作 ， 应对 全球 性 挑战 ， 避免 零 和 思维 。,True,False,False,False,False,0,0.15744,32354,3883,False,0,0.15744,32354,3883,False,0,0.32281,57110,6442,习近平 强调 中 美 应该 共同 合作 ， 应对 全球性 挑战 ， 避免 零 和 思维 。,习近平 强调 中 美 应该 共同 合作 ， 应对 全球性 挑战 ， 避免 零 和 思维 。,习 近平 强调 中 美 应该 共同 合作 ， 应对 全球 性 挑战 ， 避免 零 和 思维 。
16278,1349,第二天早上，它全身沾着奇怪的灰尘，身上还有种像是博物馆藏品活过来的味道。,False,第二天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还有 种 像是 博物馆 藏品 活过来 的 味道 。,第二 天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还有 种 像是 博物馆 藏品 活 过来 的 味道 。,第二 天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还 有 种 像是 博物 馆藏 品活 过来 的 味道 。,False,False,False,False,True,1,3.49472,415466,37405,False,0,1.91747,170481,17092,False,-1,10,0,0,第二天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还有 种 像是 博物馆 藏品 活过来 的 味道 。,第二 天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还有 种 像是 博物馆 藏品 活 过来 的 味道 。,第二 天 早上 ， 它 全身 沾 着 奇怪 的 灰尘 ， 身上 还 有 种 像是 博物 馆藏 品活 过来 的 味道 。
463,116,根据世界卫生组织 (WHO) 的说法，尼帕 (Nipah) 病毒的症状包括发烧、头痛、头晕、嗜睡、呼吸系统问题，在严重的情况下，还会出现脑炎和癫痫发作并可能在 24 至 48 小时内导致昏迷。,True,根据 世界卫生组织   ( WHO )   的 说法 ， 尼帕   ( Nipah )   病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸系统 问题 ， 在 严重 的 情况 下 ， 还会 出现 脑炎 和 癫痫 发作 并 可能 在   24   至   48   小时 内 导致 昏迷 。,根据 世界 卫生 组织 ( WHO) 的 说法 ， 尼帕 ( Nipah) 病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸 系统 问题 ， 在 严重 的 情况 下 ， 还 会 出现 脑炎 和 癫痫 发作 并 可能 在 24 至 48 小时 内 导致 昏迷 。,根据 世界 卫生 组织 (WHO) 的 说法 ， 尼帕 (Nipah) 病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸 系统 问题 ， 在 严重 的 情况 下 ， 还 会 出现 脑炎 和 癫痫 发作 并 可能 在 24 至 48 小时 内 导致 昏迷 。,False,False,False,False,False,0,0.0,0,0,False,-1,10,0,0,False,-1,10,0,0,根据 世界卫生组织   ( WHO )   的 说法 ， 尼帕   ( Nipah )   病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸系统 问题 ， 在 严重 的 情况 下 ， 还会 出现 脑炎 和 癫痫 发作 并 可能 在   24   至   48   小时 内 导致 昏迷 。,根据 世界 卫生 组织 ( WHO) 的 说法 ， 尼帕 ( Nipah) 病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸 系统 问题 ， 在 严重 的 情况 下 ， 还 会 出现 脑炎 和 癫痫 发作 并 可能 在 24 至 48 小时 内 导致 昏迷 。,根据 世界 卫生 组织 (WHO) 的 说法 ， 尼帕 (Nipah) 病毒 的 症状 包括 发烧 、 头痛 、 头晕 、 嗜睡 、 呼吸 系统 问题 ， 在 严重 的 情况 下 ， 还 会 出现 脑炎 和 癫痫 发作 并 可能 在 24 至 48 小时 内 导致 昏迷 。
18710,1470,由于今年斋月恰逢北半球冬季，各地封斋时间差异较大。,False,由于 今年 斋月 恰逢 北半球 冬季 ， 各地 封斋 时间 差异 较大 。,由于 今年 斋月 恰逢 北半球 冬季 ， 各地 封斋 时间 差异 较 大 。,由于 今年 斋 月 恰 逢 北 半球 冬季 ， 各地 封 斋 时间 差异 较大 。,False,False,False,False,True,1,0.28981,43116,4248,True,1,0.18191,45282,4507,False,0,0.11211,25273,3326,由于 今年 斋月 恰逢 北半球 冬季 ， 各地 封斋 时间 差异 较大 。,由于 今年 斋月 恰逢 北半球 冬季 ， 各地 封斋 时间 差异 较 大 。,由于 今年 斋 月 恰 逢 北 半球 冬季 ， 各地 封 斋 时间 差异 较大 。
6503,661,但黄雀只看到了眼前的螳螂，却不 知道我现在正在用弹弓瞄准它，要把它打 下来呢。,False,但 黄雀 只 看到 了 眼前 的 螳螂 ， 却 不   知道 我 现在 正在 用 弹弓 瞄准 它 ， 要 把 它 打   下来 呢 。,但 黄雀 只 看到 了 眼前 的 螳螂 ， 却 不 知道 我 现在 正在 用 弹弓 瞄准 它 ， 要 把 它 打 下来 呢 。,但 黄 雀 只 看到 了 眼前 的 螳螂 ， 却 不 知道 我 现在 正 在 用 弹 弓瞄 准 它 ， 要 把 它 打 下来 呢 。,False,False,False,False,True,1,0.97017,215194,21860,True,1,0.99969,215193,21860,True,1,4.10243,656949,62823,但 黄雀 只 看到 了 眼前 的 螳螂 ， 却 不   知道 我 现在 正在 用 弹弓 瞄准 它 ， 要 把 它 打   下来 呢 。,但 黄雀 只 看到 了 眼前 的 螳螂 ， 却 不 知道 我 现在 正在 用 弹弓 瞄准 它 ， 要 把 它 打 下来 呢 。,但 黄 雀 只 看到 了 眼前 的 螳螂 ， 却 不 知道 我 现在 正 在 用 弹 弓瞄 准 它 ， 要 把 它 打 下来 呢 。
17764,1429,它们一起飞了一会儿，聊着天。,False,它们 一 起飞 了 一会儿 ， 聊着 天 。,它们 一起 飞 了 一会儿 ， 聊 着 天 。,它们 一 起飞 了 一 会儿 ， 聊 着 天 。,False,False,False,False,False,0,0.115,8781,1293,False,0,0.07144,13376,1826,False,0,0.07184,14324,1991,它们 一 起飞 了 一会儿 ， 聊着 天 。,它们 一起 飞 了 一会儿 ， 聊 着 天 。,它们 一 起飞 了 一 会儿 ， 聊 着 天 。
13584,1146,遇难者包括多国公民，其中包括叙利亚人和一名波斯尼亚公民。,False,遇难者 包括 多 国 公民 ， 其中 包括 叙利亚人 和 一名 波斯尼亚 公民 。,遇难者 包括 多国 公民 ， 其中 包括 叙利亚人 和 一 名 波斯尼亚 公民 。,遇难 者 包括 多 国 公民 ， 其中 包括 叙利亚 人 和 一 名 波斯尼亚 公民 。,False,False,False,False,False,0,0.08141,14507,2092,True,1,0.19967,53382,5759,False,0,0.15253,35531,4183,遇难者 包括 多 国 公民 ， 其中 包括 叙利亚人 和 一名 波斯尼亚 公民 。,遇难者 包括 多国 公民 ， 其中 包括 叙利亚人 和 一 名 波斯尼亚 公民 。,遇难 者 包括 多 国 公民 ， 其中 包括 叙利亚 人 和 一 名 波斯尼亚 公民 。
7247,708,长城横跨中国北部边境，东 至辽东，西至罗布泊，总长超过两万公里。,False,长城 横跨 中国 北部 边境 ， 东   至 辽东 ， 西 至 罗布泊 ， 总长 超过 两 万公里 。,长城 横跨 中国 北部 边境 ， 东 至 辽东 ， 西至 罗布泊 ， 总长 超过 两万 公里 。,长城 横跨 中国 北部 边境 ， 东 至 辽东 ， 西 至 罗布泊 ， 总长 超过 两万 公里 。,False,False,False,False,False,0,0.35792,60881,6728,False,0,0.10984,24452,3287,False,0,0.25312,49886,5723,长城 横跨 中国 北部 边境 ， 东   至 辽东 ， 西 至 罗布泊 ， 总长 超过 两 万公里 。,长城 横跨 中国 北部 边境 ， 东 至 辽东 ， 西至 罗布泊 ， 总长 超过 两万 公里 。,长城 横跨 中国 北部 边境 ， 东 至 辽东 ， 西 至 罗布泊 ， 总长 超过 两万 公里 。
14481,1216,国际市场同步下挫，投资者纷纷转向黄金等避险资产，金价创下历史新高。,False,国际 市场 同步 下挫 ， 投资者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。,国际 市场 同步 下挫 ， 投资者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。,国际 市场 同步 下挫 ， 投资 者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。,True,False,False,False,False,0,0.48183,83358,8639,False,0,0.48183,83358,8639,False,0,0.48556,95209,9829,国际 市场 同步 下挫 ， 投资者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。,国际 市场 同步 下挫 ， 投资者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。,国际 市场 同步 下挫 ， 投资 者 纷纷 转向 黄金 等 避险 资产 ， 金价 创下 历史 新高 。
20124,1500,片中的声音由英国公司 Sonantic 生成，Kilmer 生前曾与这家 公司合作，通过 AI 技术重建他因喉癌治疗而受损的声音。,True,片中 的 声音 由 英国公司   Sonantic   生成 ， Kilmer   生前 曾 与 这家   公司 合作 ， 通过   AI   技术 重建 他 因 喉癌 治疗 而 受损 的 声音 。,片中 的 声音 由 英国 公司 Sonantic 生成 ， Kilmer 生前 曾 与 这家 公司 合作 ， 通过 A I 技术 重建 他因 喉癌 治疗 而 受损 的 声音 。,片中 的 声音 由 英国 公司 Sonantic 生成 ， Kilmer 生前 曾 与 这家 公司 合作 ， 通过 AI 技术 重建 他 因 喉癌 治疗 而 受损 的 声音 。,False,False,False,False,False,0,0.0,0,0,False,0,0.0,0,0,False,0,0.0,0,0,片中 的 声音 由 英国公司   Sonantic   生成 ， Kilmer   生前 曾 与 这家   公司 合作 ， 通过   AI   技术 重建 他 因 喉癌 治疗 而 受损 的 声音 。,片中 的 声音 由 英国 公司 Sonantic 生成 ， Kilmer 生前 曾 与 这家 公司 合作 ， 通过 A I 技术 重建 他因 喉癌 治疗 而 受损 的 声音 。,片中 的 声音 由 英国 公司 Sonantic 生成 ， Kilmer 生前 曾 与 这家 公司 合作 ， 通过 AI 技术 重建 他 因 喉癌 治疗 而 受损 的 声音 。
